RequestDate,RequestTimestamp,nothing0,nothing777,nothingDD,nothingDD2,nothingSomething,nothingNothing,id0,name,symbol,slug,numMarketPairs,dateAdded,tags,tags2,tags3,tags4,tags5,tags6,tags7,tags8,tags9,tags10,tags11,tags12,tags13,tags14,tags15,tags16,tags17,tags18,tags19,tags20,tags21,tags22,tags23,tags24,tags25,tags26,tags27,tags28,tags29,maxSupply,circulatingSupply,totalSupply,nothing2,id,name2,symbol2,slug2,hashUnk,RandomHash,rowId,lastUpdated, price ,volume24h,percentChange1h,percentChange24h,percentChange7Days,percentChange30Days,percentChange60Days,percentChange90Days,marketCap,lastUpdated1,marketCapDividedByPrice,totalSupplyDividedbyMarketCap,marketCapDividedbyTotalSupply,previousMarketCap,latestMarketCapVSprevious
6/28/2021,,,,,,,,1720,IOTA,MIOTA,iota,55,2017-06-13T00:00:00.000Z,dag,medium-of-exchange,iot,sharing-economy,,,,,,,,,,,,,,,,,,,,,,,,,,2779530283,2779530283,2779530283,,,,,,,,43,2021-06-29T00:01:08.000Z,$0.82 ,"$32,112,004.10 ",102.97%,331.91%,867.07%,-1538.34%,-6082.81%,-4777.14%,"$2,290,643,934.44 ",2021-06-29T00:01:08.000Z,"2,779,530,283.00",1.21,0.82,"$2,290,643,934.44 ",$0.00 
6/28/2021,,,,,,,,3822,Theta Fuel,TFUEL,theta-fuel,16,2019-03-28T00:00:00.000Z,media,content-creation,payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301214400,5301214400,,,,,,,,44,2021-06-29T00:01:07.000Z,$0.43 ,"$117,625,392.56 ",43.32%,8.50%,-742.86%,4980.34%,2655.13%,415.08%,"$2,270,370,586.53 ",2021-06-29T00:01:07.000Z,"5,301,214,400.00",2.33,0.43,"$2,270,370,586.53 ",$0.00 
6/28/2021,,,,,,,,1518,Maker,MKR,maker,214,2017-01-29T00:00:00.000Z,store-of-value,defi,dao,polychain-capital-portfolio,governance,lending-borowing,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,1confirmation-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,1005577,991350.7602,991350.7602,,1027,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,45,2021-06-29T00:01:06.000Z,"$2,220.73 ","$105,428,692.91 ",-10.65%,394.40%,560.31%,-2751.18%,-4775.79%,675.59%,"$2,201,523,519.02 ",2021-06-29T00:01:06.000Z,"991,350.76",0,"2,220.73","$2,201,523,519.02 ",$0.00 
6/28/2021,,,,,,,,5805,Avalanche,AVAX,avalanche,62,2020-07-13T00:00:00.000Z,defi,smart-contracts,polychain-capital-portfolio,avalanche-ecosystem,cms-holdings-portfolio,dragonfly-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,720000000,172418164,385922102.4,,,,,,,,46,2021-06-29T00:00:10.000Z,$11.30 ,"$45,314,665.76 ",25.71%,322.38%,76.74%,-3020.01%,-5956.00%,-6186.97%,"$1,948,398,402.50 ",2021-06-29T00:00:10.000Z,"172,418,164.00",0.2,5.05,"$1,948,398,402.50 ",$0.00 
6/28/2021,,,,,,,,7129,TerraUSD,UST,terrausd,62,2020-09-21T00:00:00.000Z,stablecoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907054744,1907054744,,,,,,,,47,2021-06-29T00:00:18.000Z,$1.00 ,"$30,972,261.54 ",-3.94%,-10.60%,31.74%,6.92%,-4.40%,-11.11%,"$1,906,981,548.51 ",2021-06-29T00:00:18.000Z,"1,907,054,744.49",1,1,"$1,906,981,548.51 ",$0.00 
6/28/2021,,,,,,,,5034,Kusama,KSM,kusama,81,2019-12-12T00:00:00.000Z,substrate,polkadot-ecosystem,cms-holdings-portfolio,kinetic-capital,1confirmation-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,8470098.057,9651217.451,,,,,,,,48,2021-06-29T00:00:17.000Z,$219.85 ,"$395,084,880.85 ",68.15%,2298.49%,337.34%,-2551.72%,-4315.25%,-5925.63%,"$1,862,174,517.98 ",2021-06-29T00:00:17.000Z,"8,470,098.06",0.01,192.95,"$1,862,174,517.98 ",$0.00 
6/28/2021,,,,,,,,2502,Huobi Token,HT,huobi-token,148,2018-02-03T00:00:00.000Z,marketplace,centralized-exchange,discount-token,payments,kinetic-capital,alameda-research-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,500000000,170704593.3,500000000,,1027,Ethereum,ETH,ethereum,0x6f259637dcd74c767781e37bc6133cd6a68aa161,,49,2021-06-29T00:01:05.000Z,$10.38 ,"$162,598,403.58 ",-19.66%,190.75%,1107.71%,-3017.96%,-5187.10%,-3613.56%,"$1,771,162,525.04 ",2021-06-29T00:01:05.000Z,"170,704,593.25",0.28,3.54,"$1,771,162,525.04 ",$0.00 
6/28/2021,,,,,,,,1168,Decred,DCR,decred,53,2016-02-10T00:00:00.000Z,mineable,hybrid-pow-pos,blake256,medium-of-exchange,store-of-value,privacy,dao,placeholder-ventures-portfolio,,,,,,,,,,,,,,,,,,,,,,21000000,13067216.91,13067216.91,,,,,,,,50,2021-06-29T00:01:03.000Z,$132.19 ,"$36,394,153.33 ",102.59%,701.36%,2678.00%,-430.03%,-3641.43%,-2729.22%,"$1,727,337,312.12 ",2021-06-29T00:01:03.000Z,"13,067,216.91",0.01,132.19,"$1,727,337,312.12 ",$0.00 
6/28/2021,,,,,,,,3718,BitTorrent,BTT,bittorrent,134,2019-01-31T00:00:00.000Z,platform,distributed-computing,filesharing,storage,binance-launchpad,binance-labs-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,6.59953E+11,9.9E+11,,1958,Tron,TRX,tron,1002000,,51,2021-06-29T00:00:09.000Z,$0.00 ,"$228,077,341.64 ",16.47%,343.37%,2474.34%,-2686.37%,-6253.00%,-4510.74%,"$1,703,526,484.24 ",2021-06-29T00:00:09.000Z,"659,952,625,000.00",581.15,0,"$1,703,526,484.24 ",$0.00 
6/28/2021,,,,,,,,6719,The Graph,GRT,the-graph,120,2020-12-17T00:00:00.000Z,ai-big-data,enterprise-solutions,defi,binance-smart-chain,coinbase-ventures-portfolio,solana-ecosystem,analytics,coinfund-portfolio,dcg-portfolio,fabric-ventures-portfolio,framework-ventures,ledgerprime-portfolio,multicoin-capital-portfolio,parafi-capital,polygon-ecosystem,,,,,,,,,,,,,,,10057044431,2897903422,10000000000,,1027,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,,52,2021-06-29T00:00:08.000Z,$0.57 ,"$73,552,862.04 ",-15.87%,244.44%,1276.90%,-896.66%,-6184.03%,-6766.06%,"$1,655,519,059.38 ",2021-06-29T00:00:08.000Z,"2,897,903,422.00",6.04,0.17,"$1,655,519,059.38 ",$0.00 
6/28/2021,,,,,,,,5692,Compound,COMP,compound,199,2020-06-16T00:00:00.000Z,defi,dao,yield-farming,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,lending-borowing,dragonfly-capital-portfolio,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,,10000000,5316682.211,10000000,,1027,Ethereum,ETH,ethereum,0xc00e94cb662c3520282e6f5717214004a7f26888,,53,2021-06-29T00:01:06.000Z,$313.93 ,"$352,639,315.02 ",360.82%,2183.14%,4095.99%,-1110.90%,-5120.76%,-2226.71%,"$1,669,040,795.09 ",2021-06-29T00:01:06.000Z,"5,316,682.21",0.01,166.9,"$1,669,040,795.09 ",$0.00 
6/28/2021,,,,,,,,4642,Hedera Hashgraph,HBAR,hedera-hashgraph,48,2019-09-17T00:00:00.000Z,dag,marketplace,enterprise-solutions,payments,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,50000000000,8805028558,50000000000,,,,,,,,54,2021-06-29T00:01:07.000Z,$0.18 ,"$143,707,270.51 ",77.72%,31.85%,475.13%,-1246.25%,-3602.83%,-5338.77%,"$1,611,502,161.81 ",2021-06-29T00:01:07.000Z,"8,805,028,558.00",31.03,0.03,"$1,611,502,161.81 ",$0.00 
6/28/2021,,,,,,,,1274,Waves,WAVES,waves,151,2016-06-02T00:00:00.000Z,lpos,platform,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,105493384,105493384,,,,,,,,55,2021-06-29T00:01:05.000Z,$14.17 ,"$102,051,474.20 ",104.44%,200.34%,130.48%,842.65%,-3795.20%,1399.45%,"$1,494,794,073.31 ",2021-06-29T00:01:05.000Z,"105,493,384.00",0.07,14.17,"$1,494,794,073.31 ",$0.00 
6/28/2021,,,,,,,,4157,THORChain,RUNE,thorchain,30,2019-07-23T00:00:00.000Z,cosmos-ecosystem,decentralized-exchange,defi,multicoin-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,500000000,233836800.2,461668422.2,,1839,Binance Chain,BNB,binance-coin,RUNE-B1A,,56,2021-06-29T00:01:03.000Z,$6.33 ,"$116,475,678.64 ",110.42%,414.02%,526.69%,-3653.10%,-5543.11%,-1321.81%,"$1,479,359,772.77 ",2021-06-29T00:01:03.000Z,"233,836,800.16",0.31,3.2,"$1,479,359,772.77 ",$0.00 
6/28/2021,,,,,,,,4066,Chiliz,CHZ,chiliz,125,2019-07-01T00:00:00.000Z,sports,collectibles-nfts,content-creation,payments,,,,,,,,,,,,,,,,,,,,,,,,,,8888888888,5893953727,8888888888,,1027,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,,57,2021-06-29T00:00:19.000Z,$0.24 ,"$174,887,234.72 ",34.43%,156.18%,1283.22%,-1038.49%,-5662.37%,-5428.83%,"$1,431,878,785.54 ",2021-06-29T00:00:19.000Z,"5,893,953,726.66",6.21,0.16,"$1,431,878,785.54 ",$0.00 
6/28/2021,,,,,,,,1437,Zcash,ZEC,zcash,243,2016-10-29T00:00:00.000Z,mineable,pow,equihash,medium-of-exchange,privacy,zero-knowledge-proofs,binance-chain,boostvc-portfolio,dcg-portfolio,electric-capital-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,winklevoss-capital,placeholder-ventures-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,21000000,12092300,12092300,,,,,,,,58,2021-06-29T00:01:07.000Z,$118.07 ,"$310,250,675.85 ",473.91%,949.36%,1631.96%,-2075.74%,-4872.41%,-2352.12%,"$1,427,715,045.35 ",2021-06-29T00:01:07.000Z,"12,092,300.00",0.01,118.07,"$1,427,715,045.35 ",$0.00 
6/28/2021,,,,,,,,2700,Celsius,CEL,celsius,35,2018-05-18T00:00:00.000Z,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695658160,238863519.8,695658160,,1027,Ethereum,ETH,ethereum,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,,59,2021-06-29T00:00:09.000Z,$5.96 ,"$31,125,494.55 ",-192.79%,1356.86%,993.27%,-1468.54%,404.39%,2386.16%,"$1,422,814,416.80 ",2021-06-29T00:00:09.000Z,"238,863,519.83",0.49,2.05,"$1,422,814,416.80 ",$0.00 
6/28/2021,,,,,,,,2563,TrueUSD,TUSD,trueusd,223,2018-03-06T00:00:00.000Z,store-of-value,stablecoin,stablecoin-asset-backed,avalanche-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,1404628103,1404628103,,1839,Binance Chain,BNB,binance-coin,TUSDB-888,,60,2021-06-29T00:01:08.000Z,$1.00 ,"$72,397,832.59 ",-1.35%,-7.41%,-5.54%,-0.36%,3.47%,-24.81%,"$1,404,411,358.43 ",2021-06-29T00:01:08.000Z,"1,404,628,103.20",1,1,"$1,404,411,358.43 ",$0.00 
6/28/2021,,,,,,,,131,Dash,DASH,dash,331,2014-02-14T00:00:00.000Z,mineable,hybrid-pow-pos,x11,medium-of-exchange,privacy,masternodes,dao,,,,,,,,,,,,,,,,,,,,,,,18900000,10206907.87,10206907.87,,,,,,,,61,2021-06-29T00:01:04.000Z,$132.52 ,"$327,071,733.63 ",94.66%,392.87%,721.39%,-2500.59%,-5368.03%,-3879.32%,"$1,352,645,097.70 ",2021-06-29T00:01:04.000Z,"10,206,907.87",0.01,132.52,"$1,352,645,097.70 ",$0.00 
6/28/2021,,,,,,,,6892,Elrond,EGLD,elrond-egld,43,2020-09-04T00:00:00.000Z,binance-launchpad,binance-labs-portfolio,electric-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,31415926,17697610.38,21971275,,,,,,,,62,2021-06-29T00:01:07.000Z,$73.99 ,"$53,491,878.30 ",-21.00%,1253.15%,796.31%,-1816.52%,-5750.57%,-4818.79%,"$1,309,494,453.27 ",2021-06-29T00:01:07.000Z,"17,697,610.38",0.02,59.6,"$1,309,494,453.27 ",$0.00 
6/28/2021,,,,,,,,2394,Telcoin,TEL,telcoin,16,2018-01-14T00:00:00.000Z,medium-of-exchange,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+11,52057110195,1E+11,,1027,Ethereum,ETH,ethereum,0x467bccd9d29f223bce8043b84e8c8b282827790f,,63,2021-06-29T00:01:05.000Z,$0.02 ,"$13,564,361.54 ",4.84%,176.72%,499.50%,-1310.78%,23346.19%,18339.61%,"$1,221,566,438.94 ",2021-06-29T00:01:05.000Z,"52,057,110,195.29",81.86,0.01,"$1,221,566,438.94 ",$0.00 
6/28/2021,,,,,,,,5864,yearn.finance,YFI,yearn-finance,240,2020-07-18T00:00:00.000Z,defi,yield-farming,yield-aggregator,yearn-partnerships,three-arrows-capital-portfolio,polychain-capital-portfolio,governance,blockchain-capital-portfolio,framework-ventures,alameda-research-portfolio,parafi-capital,,,,,,,,,,,,,,,,,,,36666,36635.43983,36666,,1027,Ethereum,ETH,ethereum,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,,64,2021-06-29T00:00:11.000Z,"$31,321.35 ","$222,521,323.48 ",-26.36%,378.03%,616.00%,-2015.20%,-3310.28%,-1202.80%,"$1,147,471,474.31 ",2021-06-29T00:00:11.000Z,"36,635.44",0,"31,295.25","$1,147,471,474.31 ",$0.00 
6/28/2021,,,,,,,,5665,Helium,HNT,helium,14,2020-06-05T00:00:00.000Z,mineable,enterprise-solutions,distributed-computing,iot,usv-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,223000000,88080667.84,223000000,,,,,,,,65,2021-06-29T00:01:08.000Z,$12.23 ,"$14,239,369.66 ",36.87%,579.00%,1606.19%,-2403.40%,-2589.50%,2145.97%,"$1,077,101,987.38 ",2021-06-29T00:01:08.000Z,"88,080,667.84",0.21,4.83,"$1,077,101,987.38 ",$0.00 
6/28/2021,,,,,,,,873,NEM,XEM,nem,103,2015-04-01T00:00:00.000Z,poi,medium-of-exchange,payments,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,8999999999,8999999999,8999999999,,,,,,,,66,2021-06-29T00:01:08.000Z,$0.12 ,"$47,351,264.51 ",97.45%,408.11%,992.30%,-3316.81%,-6497.45%,-7025.57%,"$1,056,663,541.95 ",2021-06-29T00:01:08.000Z,"8,999,999,999.00",8.52,0.12,"$1,056,663,541.95 ",$0.00 
6/28/2021,,,,,,,,2682,Holo,HOT,holo,81,2018-04-29T00:00:00.000Z,platform,distributed-computing,filesharing,storage,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72674E+11,1.77619E+11,,1027,Ethereum,ETH,ethereum,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,,67,2021-06-29T00:01:08.000Z,$0.01 ,"$71,483,553.13 ",31.61%,84.02%,-32.31%,-2708.34%,-6112.24%,-6668.33%,"$1,030,341,149.55 ",2021-06-29T00:01:08.000Z,"172,673,864,847.80",172.39,0.01,"$1,030,341,149.55 ",$0.00 
6/28/2021,,,,,,,,6758,SushiSwap,SUSHI,sushiswap,196,2020-08-28T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,yearn-partnerships,governance,avalanche-ecosystem,blockchain-capital-portfolio,defiance-capital,alameda-research-portfolio,pantera-capital-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,250000000,127244443,226033406.1,,1027,Ethereum,ETH,ethereum,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,,68,2021-06-29T00:01:06.000Z,$7.61 ,"$184,451,770.18 ",30.65%,670.39%,1436.61%,-2424.48%,-4591.72%,-5068.92%,"$968,589,408.70 ",2021-06-29T00:01:06.000Z,"127,244,443.00",0.23,4.29,"$968,589,408.70 ",$0.00 
6/28/2021,,,,,,,,2469,Zilliqa,ZIL,zilliqa,107,2018-01-25T00:00:00.000Z,mineable,platform,payments,smart-contracts,polychain-capital-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,21000000000,11428243320,14719710473,,,,,,,,69,2021-06-29T00:01:05.000Z,$0.08 ,"$126,356,469.58 ",166.19%,1096.74%,1058.67%,-1945.78%,-5826.59%,-5664.82%,"$915,782,047.18 ",2021-06-29T00:01:05.000Z,"11,428,243,319.93",16.07,0.06,"$915,782,047.18 ",$0.00 
6/28/2021,,,,,,,,3155,Quant,QNT,quant,30,2018-08-10T00:00:00.000Z,platform,interoperability,,,,,,,,,,,,,,,,,,,,,,,,,,,,14612493,12072738,14612493.08,,1027,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,,70,2021-06-29T00:01:03.000Z,$74.80 ,"$22,267,203.52 ",-220.85%,-941.94%,2953.57%,9259.12%,7993.44%,8151.68%,"$903,085,491.43 ",2021-06-29T00:01:03.000Z,"12,072,738.00",0.02,61.8,"$903,085,491.43 ",$0.00 
6/28/2021,,,,,,,,2130,Enjin Coin,ENJ,enjin-coin,160,2017-11-01T00:00:00.000Z,media,collectibles-nfts,gaming,ethereum,metaverse,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,834331121.4,1000000000,,1027,Ethereum,ETH,ethereum,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,,71,2021-06-29T00:01:03.000Z,$1.03 ,"$81,282,096.02 ",100.27%,261.45%,947.16%,-2348.51%,-6096.88%,-5927.85%,"$860,561,409.82 ",2021-06-29T00:01:03.000Z,"834,331,121.40",1.16,0.86,"$860,561,409.82 ",$0.00 
6/28/2021,,,,,,,,2634,XinFin Network,XDC,xinfin-network,27,2018-04-12T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12276572223,37676572223,,,,,,,,72,2021-06-29T00:00:08.000Z,$0.07 ,"$5,915,941.59 ",-97.11%,149.94%,1485.98%,3973.64%,-2006.26%,7557.52%,"$852,369,004.22 ",2021-06-29T00:00:08.000Z,"12,276,572,223.25",44.2,0.02,"$852,369,004.22 ",$0.00 
6/28/2021,,,,,,,,5567,Celo,CELO,celo,35,2020-05-22T00:00:00.000Z,pos,zero-knowledge-proofs,mobile,payments,smart-contracts,coinbase-ventures-portfolio,polychain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,,,,,,,,,,,,,,,,,,,,1000000000,245729966,1000000000,,,,,,,,73,2021-06-29T00:01:06.000Z,$3.40 ,"$115,876,232.03 ",69.30%,-155.61%,7587.69%,-87.77%,-3394.19%,-2155.40%,"$836,071,108.75 ",2021-06-29T00:01:06.000Z,"245,729,966.00",1.2,0.84,"$836,071,108.75 ",$0.00 
6/28/2021,,,,,,,,1697,Basic Attention Token,BAT,basic-attention-token,253,2017-06-01T00:00:00.000Z,marketing,content-creation,defi,payments,dcg-portfolio,1confirmation-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,1500000000,1497660550,1500000000,,1027,Ethereum,ETH,ethereum,0x0d8775f648430679a709e98d2b0cb6250d2887ef,,74,2021-06-29T00:00:10.000Z,$0.56 ,"$150,210,793.76 ",4.55%,298.91%,847.01%,-1849.61%,-5307.82%,-5257.07%,"$834,247,818.47 ",2021-06-29T00:00:10.000Z,"1,497,660,549.97",1.8,0.56,"$834,247,818.47 ",$0.00 
6/28/2021,,,,,,,,3330,Paxos Standard,PAX,paxos-standard,153,2018-09-27T00:00:00.000Z,store-of-value,stablecoin,stablecoin-asset-backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,819632516.9,819632516.9,,1027,Ethereum,ETH,ethereum,0x8e870d67f660d95d5be530380d0ec0bd388289e1,,75,2021-06-29T00:01:04.000Z,$1.00 ,"$62,770,902.05 ",-1.25%,-8.37%,-4.09%,-0.80%,3.21%,-35.15%,"$819,444,193.37 ",2021-06-29T00:01:04.000Z,"819,632,516.90",1,1,"$819,444,193.37 ",$0.00 
6/28/2021,,,,,,,,4847,Stacks,STX,stacks,22,2019-10-28T00:00:00.000Z,arrington-xrp-capital,blockchain-capital-portfolio,dcg-portfolio,fabric-ventures-portfolio,hashkey-capital-portfolio,huobi-capital,usv-portfolio,,,,,,,,,,,,,,,,,,,,,,,1818000000,1152693355,1352464600,,,,,,,,76,2021-06-29T00:01:07.000Z,$0.71 ,"$10,416,696.48 ",110.87%,317.17%,2105.45%,-2632.10%,-6664.51%,-4273.47%,"$820,284,161.10 ",2021-06-29T00:01:07.000Z,"1,152,693,354.76",1.65,0.61,"$820,284,161.10 ",$0.00 
6/28/2021,,,,,,,,6535,NEAR Protocol,NEAR,near-protocol,39,2020-08-11T00:00:00.000Z,platform,staking,coinbase-ventures-portfolio,coinfund-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,1000000000,411253052,1000000000,,,,,,,,77,2021-06-29T00:01:06.000Z,$1.98 ,"$36,249,142.37 ",114.40%,77.59%,-1166.65%,-2601.17%,-6398.23%,-6890.60%,"$813,507,096.11 ",2021-06-29T00:01:06.000Z,"411,253,052.00",1.23,0.81,"$813,507,096.11 ",$0.00 
6/28/2021,,,,,,,,2586,Synthetix,SNX,synthetix-network-token,184,2018-03-14T00:00:00.000Z,services,decentralized-exchange,defi,derivatives,dao,yield-farming,three-arrows-capital-portfolio,governance,synthetics,defiance-capital,framework-ventures,alameda-research-portfolio,parafi-capital,,,,,,,,,,,,,,,,,212424133,114841533,215258834.2,,1027,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,,78,2021-06-29T00:01:06.000Z,$7.05 ,"$62,354,271.86 ",87.28%,989.31%,680.22%,-3518.24%,-6023.39%,-5991.60%,"$809,672,998.51 ",2021-06-29T00:01:06.000Z,"114,841,533.01",0.27,3.76,"$809,672,998.51 ",$0.00 
6/28/2021,,,,,,,,1966,Decentraland,MANA,decentraland,147,2017-09-17T00:00:00.000Z,platform,collectibles-nfts,gaming,payments,metaverse,boostvc-portfolio,dcg-portfolio,fabric-ventures-portfolio,kinetic-capital,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,1580387621,2194277027,,1027,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,,79,2021-06-29T00:00:16.000Z,$0.51 ,"$34,134,227.61 ",27.50%,281.00%,909.74%,-3202.79%,-6513.95%,-5360.44%,"$802,006,189.77 ",2021-06-29T00:00:16.000Z,"1,580,387,621.49",2.74,0.37,"$802,006,189.77 ",$0.00 
6/28/2021,,,,,,,,8335,Mdex,MDX,mdex,34,2021-01-27T00:00:00.000Z,decentralized-exchange,defi,yield-farming,amm,binance-smart-chain,heco-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,505567971.3,1000000000,,,,,,,,80,2021-06-29T00:01:03.000Z,$1.57 ,"$34,121,081.11 ",-10.23%,-184.37%,-491.80%,-2731.02%,-5160.91%,-6202.71%,"$791,751,749.93 ",2021-06-29T00:01:03.000Z,"505,567,971.28",1.26,0.79,"$791,751,749.93 ",$0.00 
6/28/2021,,,,,,,,2694,Nexo,NEXO,nexo,42,2018-05-01T00:00:00.000Z,services,payments,arrington-xrp-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,560000011,1000000000,,1839,Binance Chain,BNB,binance-coin,NEXO-A84,,81,2021-06-29T00:01:07.000Z,$1.37 ,"$7,404,623.27 ",-70.15%,972.83%,514.96%,-2424.05%,-6142.44%,-5045.58%,"$767,762,173.85 ",2021-06-29T00:01:07.000Z,"560,000,011.00",1.3,0.77,"$767,762,173.85 ",$0.00 
6/28/2021,,,,,,,,2083,Bitcoin Gold,BTG,bitcoin-gold,66,2017-10-23T00:00:00.000Z,mineable,medium-of-exchange,payments,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,17513923.59,17513923.59,,,,,,,,82,2021-06-29T00:01:02.000Z,$42.43 ,"$21,386,489.31 ",-71.05%,390.05%,1377.96%,-2876.67%,-5326.05%,1087.74%,"$743,046,417.47 ",2021-06-29T00:01:02.000Z,"17,513,923.59",0.02,42.43,"$743,046,417.47 ",$0.00 
6/28/2021,,,,,,,,1698,Horizen,ZEN,horizen,62,2017-06-01T00:00:00.000Z,mineable,pow,medium-of-exchange,enterprise-solutions,content-creation,privacy,masternodes,sidechain,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,21000000,11241762.5,11241762.5,,,,,,,,83,2021-06-29T00:01:07.000Z,$62.45 ,"$42,437,363.55 ",129.58%,443.48%,1071.67%,-4874.37%,-4760.41%,1922.02%,"$702,036,541.93 ",2021-06-29T00:01:07.000Z,"11,241,762.50",0.02,62.45,"$702,036,541.93 ",$0.00 
6/28/2021,,,,,,,,1727,Bancor,BNT,bancor,206,2017-06-18T00:00:00.000Z,marketplace,decentralized-exchange,defi,payments,amm,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,222799702.9,222799702.9,,1027,Ethereum,ETH,ethereum,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,,84,2021-06-29T00:01:07.000Z,$3.13 ,"$55,035,151.62 ",-6.52%,253.25%,562.52%,-2323.23%,-5287.12%,-5764.62%,"$698,149,800.51 ",2021-06-29T00:01:07.000Z,"222,799,702.92",0.32,3.13,"$698,149,800.51 ",$0.00 
6/28/2021,,,,,,,,2135,Revain,REV,revain,23,2017-11-01T00:00:00.000Z,platform,reputation,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,85061485690,85061485690,,1027,Ethereum,ETH,ethereum,0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9,,85,2021-06-29T00:01:03.000Z,$0.01 ,"$4,329,665.85 ",-54.66%,-236.71%,-2126.15%,-3427.35%,-3904.94%,-3695.43%,"$669,626,454.31 ",2021-06-29T00:01:03.000Z,"85,061,485,689.83",127.03,0.01,"$669,626,454.31 ",$0.00 
6/28/2021,,,,,,,,3945,Harmony,ONE,harmony,37,2019-06-01T00:00:00.000Z,platform,enterprise-solutions,scaling,smart-contracts,binance-launchpad,binance-labs-portfolio,hashkey-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,12600000000,10215285323,13086227323,,,,,,,,86,2021-06-29T00:01:08.000Z,$0.07 ,"$27,224,505.27 ",115.33%,-309.50%,1558.85%,-2096.57%,-5037.98%,-6558.98%,"$669,454,905.60 ",2021-06-29T00:01:08.000Z,"10,215,285,322.79",19.55,0.05,"$669,454,905.60 ",$0.00 
6/28/2021,,,,,,,,1567,Nano,NANO,nano,54,2017-03-06T00:00:00.000Z,dag,dpos,blake2b,medium-of-exchange,payments,,,,,,,,,,,,,,,,,,,,,,,,,133248298,133248297.2,133248297.2,,,,,,,,87,2021-06-29T00:01:06.000Z,$4.88 ,"$33,263,337.57 ",33.61%,-23.02%,534.52%,-2648.21%,-3908.49%,16.66%,"$650,017,308.42 ",2021-06-29T00:01:06.000Z,"133,248,297.20",0.2,4.88,"$650,017,308.42 ",$0.00 
